Order_ID,Order_Date,Product_Category,Customer_Location,Marketing_Channel,Supplier_ID,Price,Customer_Rating
O105983,2025-05-20,Beauty,Hyderabad,Direct,Supplier_20,2778.67,2
O105984,2025-05-20,Toys,Hyderabad,Search Engine,Supplier_17,4601.86,4
O105985,2025-05-20,Books,Hyderabad,Email,Supplier_19,2479.68,3
O105986,2025-05-20,Electronics,Mumbai,Search Engine,Supplier_2,3974.23,1
O105987,2025-05-20,Beauty,Mumbai,Referral,Supplier_12,2096.07,5
O105988,2025-05-20,Electronics,Chennai,Email,Supplier_19,2232.6,5
O105989,2025-05-20,Home & Kitchen,Mumbai,Referral,Supplier_5,4260.06,1
O105990,2025-05-20,Beauty,Kolkata,Search Engine,Supplier_12,627.53,5
O105991,2025-05-20,Beauty,Mumbai,Direct,Supplier_17,2868.1,1
O105992,2025-05-20,Clothing,Mumbai,Direct,Supplier_5,3659.05,1
O105993,2025-05-20,Home & Kitchen,Mumbai,Direct,Supplier_2,3777.06,2
O105994,2025-05-20,Home & Kitchen,Delhi,Referral,Supplier_4,2998.32,3
O105995,2025-05-20,Toys,Chennai,Direct,Supplier_6,2295.52,4
O105996,2025-05-20,Beauty,Kolkata,Social Media,Supplier_9,1377.83,5
O105997,2025-05-20,Home & Kitchen,Mumbai,Email,Supplier_10,4556.19,2
O105998,2025-05-20,Beauty,Chennai,Email,Supplier_11,1911.96,4
O105999,2025-05-20,Toys,Bangalore,Search Engine,Supplier_2,4015.06,4
O106000,2025-05-21,Toys,Delhi,Referral,Supplier_9,255.16,5
O106001,2025-05-21,Clothing,Mumbai,Email,Supplier_20,1237.63,5
O106002,2025-05-21,Beauty,Kolkata,Referral,Supplier_17,1793.37,2
O106003,2025-05-21,Home & Kitchen,Delhi,Search Engine,Supplier_9,3390.71,5
O106004,2025-05-21,Home & Kitchen,Kolkata,Direct,Supplier_8,1664.72,4
O106005,2025-05-21,Beauty,Delhi,Search Engine,Supplier_5,302.68,5
O106006,2025-05-21,Beauty,Bangalore,Social Media,Supplier_5,951.95,2
O106007,2025-05-21,Beauty,Chennai,Direct,Supplier_6,1369.91,2
O106008,2025-05-21,Books,Delhi,Direct,Supplier_16,962.63,2
O106009,2025-05-21,Home & Kitchen,Hyderabad,Direct,Supplier_1,1098.25,5
O106010,2025-05-21,Toys,Bangalore,Search Engine,Supplier_9,3867.89,3
O106011,2025-05-21,Home & Kitchen,Hyderabad,Social Media,Supplier_7,2118.96,2
O106012,2025-05-21,Books,Bangalore,Referral,Supplier_11,2085.38,3
O106013,2025-05-21,Beauty,Hyderabad,Search Engine,Supplier_15,4836.37,1
O106014,2025-05-21,Clothing,Hyderabad,Email,Supplier_5,2288.84,2
O106015,2025-05-21,Beauty,Kolkata,Email,Supplier_19,4645.52,3
O106016,2025-05-21,Beauty,Delhi,Search Engine,Supplier_6,1565.41,3
O106017,2025-05-21,Books,Delhi,Referral,Supplier_14,2063.07,4
O106018,2025-05-21,Home & Kitchen,Bangalore,Email,Supplier_20,2041.79,3
O106019,2025-05-21,Beauty,Chennai,Referral,Supplier_14,2775.79,4
O106020,2025-05-21,Home & Kitchen,Kolkata,Direct,Supplier_11,2962.81,3
O106021,2025-05-21,Electronics,Delhi,Search Engine,Supplier_4,1315.81,3
O106022,2025-05-21,Toys,Delhi,Direct,Supplier_10,3988.56,1
O106023,2025-05-21,Home & Kitchen,Kolkata,Email,Supplier_2,2532.98,3
O106024,2025-05-21,Clothing,Mumbai,Referral,Supplier_4,134.51,5
O106025,2025-05-21,Toys,Kolkata,Direct,Supplier_20,2997.57,5
O106026,2025-05-21,Clothing,Delhi,Email,Supplier_10,4010.49,5
O106027,2025-05-21,Beauty,Chennai,Social Media,Supplier_1,1327.29,1
O106028,2025-05-21,Toys,Mumbai,Direct,Supplier_14,285.57,3
O106029,2025-05-21,Home & Kitchen,Hyderabad,Social Media,Supplier_18,4055.18,1
O106030,2025-05-21,Toys,Kolkata,Social Media,Supplier_12,4883.76,3
O106031,2025-05-21,Beauty,Hyderabad,Email,Supplier_19,475.16,4
O106032,2025-05-21,Books,Mumbai,Search Engine,Supplier_12,4696.38,1
O106033,2025-05-21,Clothing,Mumbai,Referral,Supplier_5,1860.44,5
O106034,2025-05-21,Beauty,Mumbai,Email,Supplier_4,4713.05,5
O106035,2025-05-21,Books,Bangalore,Direct,Supplier_13,3279.31,5
O106036,2025-05-21,Toys,Kolkata,Referral,Supplier_18,4462.2,3
O106037,2025-05-21,Toys,Chennai,Search Engine,Supplier_12,3950.58,3
O106038,2025-05-21,Beauty,Chennai,Email,Supplier_16,237.19,1
O106039,2025-05-21,Home & Kitchen,Hyderabad,Search Engine,Supplier_6,420.67,2
O106040,2025-05-21,Toys,Hyderabad,Direct,Supplier_7,2676.15,3
O106041,2025-05-21,Home & Kitchen,Hyderabad,Email,Supplier_9,735.13,2
O106042,2025-05-21,Home & Kitchen,Kolkata,Direct,Supplier_10,2359.07,2
O106043,2025-05-21,Home & Kitchen,Delhi,Referral,Supplier_5,4777.69,3
O106044,2025-05-21,Electronics,Hyderabad,Referral,Supplier_4,1544.31,1
O106045,2025-05-21,Books,Mumbai,Search Engine,Supplier_11,2495.67,2
O106046,2025-05-21,Books,Hyderabad,Search Engine,Supplier_19,1982.87,1
O106047,2025-05-21,Toys,Mumbai,Referral,Supplier_7,3186.15,1
O106048,2025-05-21,Toys,Bangalore,Social Media,Supplier_13,1049.84,3
O106049,2025-05-21,Home & Kitchen,Delhi,Referral,Supplier_13,1373.7,2
O106050,2025-05-21,Electronics,Delhi,Email,Supplier_18,4307.96,1
O106051,2025-05-21,Home & Kitchen,Kolkata,Direct,Supplier_9,4075.55,2
O106052,2025-05-21,Electronics,Kolkata,Referral,Supplier_13,3967.03,1
O106053,2025-05-21,Home & Kitchen,Chennai,Referral,Supplier_13,3877.51,3
O106054,2025-05-21,Clothing,Bangalore,Direct,Supplier_5,2351.24,1
O106055,2025-05-21,Clothing,Kolkata,Direct,Supplier_12,3671.56,3
O106056,2025-05-21,Beauty,Mumbai,Email,Supplier_1,1997.3,3
O106057,2025-05-21,Home & Kitchen,Bangalore,Direct,Supplier_18,593.48,2
O106058,2025-05-21,Toys,Delhi,Search Engine,Supplier_17,2027.54,2
O106059,2025-05-21,Books,Mumbai,Referral,Supplier_10,877.45,2
O106060,2025-05-21,Beauty,Bangalore,Direct,Supplier_9,2015.17,4
O106061,2025-05-21,Toys,Delhi,Email,Supplier_20,1557.38,2
O106062,2025-05-21,Clothing,Kolkata,Direct,Supplier_8,3035.89,2
O106063,2025-05-21,Home & Kitchen,Mumbai,Referral,Supplier_15,1871.55,1
O106064,2025-05-21,Beauty,Mumbai,Social Media,Supplier_13,3557.39,4
O106065,2025-05-21,Home & Kitchen,Delhi,Direct,Supplier_17,2609.52,4
O106066,2025-05-21,Clothing,Mumbai,Search Engine,Supplier_9,4605.51,1
O106067,2025-05-21,Beauty,Kolkata,Referral,Supplier_11,546.02,2
O106068,2025-05-21,Clothing,Kolkata,Email,Supplier_4,3469.78,5
O106069,2025-05-21,Electronics,Kolkata,Referral,Supplier_7,3394.74,3
O106070,2025-05-21,Clothing,Delhi,Social Media,Supplier_20,4758.07,4
O106071,2025-05-21,Home & Kitchen,Hyderabad,Email,Supplier_3,1920.6,1
O106072,2025-05-21,Books,Hyderabad,Social Media,Supplier_10,1596.65,5
O106073,2025-05-21,Clothing,Mumbai,Social Media,Supplier_3,944.73,3
O106074,2025-05-21,Toys,Kolkata,Search Engine,Supplier_1,1399.91,5
O106075,2025-05-21,Books,Mumbai,Direct,Supplier_14,2559.26,2
O106076,2025-05-21,Electronics,Delhi,Search Engine,Supplier_13,4204.79,1
O106077,2025-05-21,Beauty,Mumbai,Search Engine,Supplier_5,1493.0,3
O106078,2025-05-21,Beauty,Chennai,Search Engine,Supplier_8,872.94,3
O106079,2025-05-21,Books,Hyderabad,Email,Supplier_12,1433.43,2
O106080,2025-05-21,Beauty,Mumbai,Direct,Supplier_6,594.54,2
O106081,2025-05-21,Clothing,Mumbai,Direct,Supplier_2,4640.81,2
O106082,2025-05-21,Books,Bangalore,Email,Supplier_4,4375.86,1
O106083,2025-05-21,Home & Kitchen,Mumbai,Search Engine,Supplier_5,1611.61,4
O106084,2025-05-21,Clothing,Chennai,Search Engine,Supplier_11,1310.24,5
O106085,2025-05-21,Clothing,Hyderabad,Social Media,Supplier_13,4536.45,1
O106086,2025-05-21,Clothing,Bangalore,Social Media,Supplier_8,108.68,1
O106087,2025-05-21,Home & Kitchen,Delhi,Referral,Supplier_5,3042.83,5
O106088,2025-05-21,Electronics,Delhi,Social Media,Supplier_6,4588.42,3
O106089,2025-05-21,Toys,Hyderabad,Direct,Supplier_15,2591.93,5
O106090,2025-05-21,Beauty,Delhi,Email,Supplier_16,114.54,2
O106091,2025-05-21,Books,Chennai,Search Engine,Supplier_11,1172.47,3
O106092,2025-05-21,Electronics,Mumbai,Referral,Supplier_7,4619.96,1
O106093,2025-05-21,Books,Hyderabad,Social Media,Supplier_6,183.41,5
O106094,2025-05-21,Beauty,Bangalore,Referral,Supplier_12,2034.42,1
O106095,2025-05-21,Home & Kitchen,Mumbai,Email,Supplier_4,3969.75,1
O106096,2025-05-21,Clothing,Delhi,Email,Supplier_14,4206.65,5
O106097,2025-05-21,Clothing,Delhi,Referral,Supplier_11,2440.28,1
O106098,2025-05-21,Home & Kitchen,Bangalore,Referral,Supplier_12,1239.17,4
O106099,2025-05-21,Electronics,Chennai,Referral,Supplier_2,3038.55,4
O106100,2025-05-21,Electronics,Bangalore,Search Engine,Supplier_11,1392.51,1
O106101,2025-05-21,Books,Hyderabad,Direct,Supplier_13,1350.79,3
O106102,2025-05-21,Home & Kitchen,Bangalore,Social Media,Supplier_11,4057.24,3
O106103,2025-05-21,Electronics,Delhi,Social Media,Supplier_9,855.9,3
O106104,2025-05-21,Home & Kitchen,Chennai,Social Media,Supplier_16,127.06,3
O106105,2025-05-21,Beauty,Chennai,Referral,Supplier_5,1750.2,4
O106106,2025-05-21,Clothing,Kolkata,Referral,Supplier_12,2505.77,3
O106107,2025-05-21,Clothing,Bangalore,Referral,Supplier_3,3554.89,5
O106108,2025-05-21,Clothing,Hyderabad,Search Engine,Supplier_16,3927.46,3
O106109,2025-05-21,Home & Kitchen,Delhi,Search Engine,Supplier_19,3351.24,5
O106110,2025-05-21,Home & Kitchen,Mumbai,Search Engine,Supplier_17,3169.89,4
O106111,2025-05-21,Books,Chennai,Search Engine,Supplier_11,3362.17,5
O106112,2025-05-21,Clothing,Bangalore,Email,Supplier_19,1430.48,5
O106113,2025-05-21,Books,Kolkata,Search Engine,Supplier_18,1973.57,1
O106114,2025-05-21,Clothing,Hyderabad,Search Engine,Supplier_9,3120.54,5
O106115,2025-05-21,Books,Hyderabad,Search Engine,Supplier_13,421.3,1
O106116,2025-05-21,Books,Delhi,Social Media,Supplier_6,1547.09,3
O106117,2025-05-21,Beauty,Chennai,Social Media,Supplier_3,2091.45,5
O106118,2025-05-21,Books,Delhi,Social Media,Supplier_12,2713.86,5
O106119,2025-05-21,Home & Kitchen,Kolkata,Direct,Supplier_9,2483.76,2
O106120,2025-05-21,Books,Mumbai,Email,Supplier_9,3618.85,3
O106121,2025-05-21,Clothing,Mumbai,Referral,Supplier_15,2419.79,5
O106122,2025-05-21,Books,Mumbai,Search Engine,Supplier_1,4530.24,5
O106123,2025-05-21,Electronics,Hyderabad,Social Media,Supplier_18,1963.56,2
O106124,2025-05-21,Toys,Chennai,Email,Supplier_15,2674.32,1
O106125,2025-05-21,Clothing,Delhi,Search Engine,Supplier_8,115.73,3
O106126,2025-05-21,Electronics,Delhi,Direct,Supplier_11,1621.34,2
O106127,2025-05-21,Clothing,Kolkata,Referral,Supplier_17,4346.21,3
O106128,2025-05-21,Home & Kitchen,Mumbai,Search Engine,Supplier_14,1734.52,3
O106129,2025-05-21,Toys,Chennai,Referral,Supplier_19,1340.61,1
O106130,2025-05-21,Toys,Chennai,Search Engine,Supplier_5,2763.33,1
O106131,2025-05-21,Home & Kitchen,Kolkata,Direct,Supplier_2,485.78,4
O106132,2025-05-21,Toys,Bangalore,Email,Supplier_15,2704.87,2
O106133,2025-05-21,Home & Kitchen,Chennai,Referral,Supplier_19,1587.96,2
O106134,2025-05-21,Electronics,Chennai,Referral,Supplier_16,1977.2,3
O106135,2025-05-21,Beauty,Delhi,Email,Supplier_13,3977.69,4
O106136,2025-05-21,Clothing,Kolkata,Referral,Supplier_7,3343.62,4
O106137,2025-05-21,Home & Kitchen,Chennai,Social Media,Supplier_17,2285.92,3
O106138,2025-05-21,Clothing,Chennai,Email,Supplier_19,2929.83,1
O106139,2025-05-21,Electronics,Delhi,Direct,Supplier_7,3857.61,4
O106140,2025-05-21,Beauty,Chennai,Search Engine,Supplier_12,3754.34,2
O106141,2025-05-21,Electronics,Delhi,Search Engine,Supplier_13,1008.08,1
O106142,2025-05-21,Toys,Bangalore,Email,Supplier_13,1574.5,5
O106143,2025-05-21,Clothing,Hyderabad,Social Media,Supplier_14,1806.36,4
O106144,2025-05-21,Beauty,Delhi,Direct,Supplier_15,1018.96,3
O106145,2025-05-21,Toys,Delhi,Search Engine,Supplier_2,159.59,2
O106146,2025-05-21,Beauty,Chennai,Search Engine,Supplier_6,952.44,4
O106147,2025-05-21,Toys,Delhi,Social Media,Supplier_9,4060.4,3
O106148,2025-05-21,Electronics,Kolkata,Referral,Supplier_15,2775.01,2
O106149,2025-05-21,Home & Kitchen,Mumbai,Email,Supplier_20,1774.12,4
O106150,2025-05-21,Clothing,Mumbai,Social Media,Supplier_16,3080.89,2
O106151,2025-05-21,Books,Bangalore,Social Media,Supplier_2,3725.19,5
O106152,2025-05-21,Books,Delhi,Social Media,Supplier_3,1836.7,2
O106153,2025-05-21,Electronics,Kolkata,Social Media,Supplier_20,2383.77,3
O106154,2025-05-21,Clothing,Chennai,Referral,Supplier_8,414.64,4
O106155,2025-05-21,Clothing,Chennai,Direct,Supplier_8,3025.74,3
O106156,2025-05-21,Electronics,Hyderabad,Social Media,Supplier_7,1846.39,5
O106157,2025-05-21,Clothing,Bangalore,Social Media,Supplier_11,2224.27,1
O106158,2025-05-21,Home & Kitchen,Kolkata,Email,Supplier_13,2170.74,2
O106159,2025-05-21,Electronics,Kolkata,Search Engine,Supplier_8,3198.81,3
O106160,2025-05-21,Home & Kitchen,Chennai,Referral,Supplier_9,2905.08,4
O106161,2025-05-21,Clothing,Hyderabad,Social Media,Supplier_16,2168.32,4
O106162,2025-05-21,Electronics,Chennai,Direct,Supplier_5,183.08,1
O106163,2025-05-21,Clothing,Hyderabad,Direct,Supplier_14,3142.72,4
O106164,2025-05-21,Electronics,Mumbai,Direct,Supplier_1,4409.93,5
O106165,2025-05-21,Clothing,Kolkata,Email,Supplier_19,3870.8,1
O106166,2025-05-21,Home & Kitchen,Mumbai,Direct,Supplier_17,4909.92,5
O106167,2025-05-21,Home & Kitchen,Chennai,Email,Supplier_14,781.47,2
O106168,2025-05-21,Clothing,Bangalore,Referral,Supplier_13,1190.35,5
O106169,2025-05-21,Electronics,Delhi,Direct,Supplier_8,2742.41,2
O106170,2025-05-21,Books,Bangalore,Search Engine,Supplier_3,1255.82,5
O106171,2025-05-21,Home & Kitchen,Bangalore,Social Media,Supplier_1,269.29,1
O106172,2025-05-21,Home & Kitchen,Delhi,Referral,Supplier_19,2071.21,2
O106173,2025-05-21,Toys,Kolkata,Search Engine,Supplier_15,1509.46,5
O106174,2025-05-21,Books,Mumbai,Referral,Supplier_8,1392.43,5
O106175,2025-05-21,Clothing,Mumbai,Direct,Supplier_9,4770.55,4
O106176,2025-05-21,Electronics,Kolkata,Referral,Supplier_13,1268.43,5
O106177,2025-05-21,Toys,Delhi,Referral,Supplier_12,734.22,4
O106178,2025-05-21,Clothing,Hyderabad,Referral,Supplier_9,714.06,5
O106179,2025-05-21,Beauty,Bangalore,Email,Supplier_20,4050.99,3
O106180,2025-05-21,Home & Kitchen,Chennai,Search Engine,Supplier_11,3602.76,4
O106181,2025-05-21,Beauty,Mumbai,Direct,Supplier_5,734.48,1
O106182,2025-05-21,Home & Kitchen,Kolkata,Social Media,Supplier_19,1176.79,1
O106183,2025-05-21,Home & Kitchen,Chennai,Direct,Supplier_18,3761.98,2
O106184,2025-05-21,Beauty,Delhi,Direct,Supplier_11,1445.62,1
O106185,2025-05-21,Beauty,Chennai,Email,Supplier_11,4909.56,2
O106186,2025-05-21,Clothing,Chennai,Email,Supplier_6,2748.79,1
O106187,2025-05-21,Toys,Bangalore,Referral,Supplier_1,1040.84,4
O106188,2025-05-21,Toys,Delhi,Direct,Supplier_9,4308.16,3
O106189,2025-05-21,Beauty,Chennai,Search Engine,Supplier_7,1665.43,2
O106190,2025-05-21,Clothing,Mumbai,Email,Supplier_6,1515.16,3
O106191,2025-05-21,Toys,Delhi,Email,Supplier_10,1704.46,5
O106192,2025-05-21,Clothing,Mumbai,Search Engine,Supplier_5,3864.17,5
O106193,2025-05-21,Clothing,Kolkata,Email,Supplier_1,948.74,3
O106194,2025-05-21,Home & Kitchen,Kolkata,Search Engine,Supplier_15,1970.75,4
O106195,2025-05-21,Toys,Hyderabad,Social Media,Supplier_5,251.08,3
O106196,2025-05-21,Toys,Kolkata,Search Engine,Supplier_20,4150.47,3
O106197,2025-05-21,Home & Kitchen,Chennai,Social Media,Supplier_6,1769.52,3
O106198,2025-05-21,Beauty,Delhi,Referral,Supplier_5,1316.05,2
O106199,2025-05-21,Home & Kitchen,Kolkata,Referral,Supplier_17,2941.48,2
O106200,2025-05-21,Toys,Mumbai,Email,Supplier_18,3554.46,3
O106201,2025-05-21,Toys,Chennai,Search Engine,Supplier_4,4083.19,4
O106202,2025-05-21,Beauty,Kolkata,Email,Supplier_2,1804.15,5
O106203,2025-05-21,Home & Kitchen,Bangalore,Search Engine,Supplier_8,4080.27,5
O106204,2025-05-21,Electronics,Mumbai,Email,Supplier_5,2377.92,5
O106205,2025-05-21,Electronics,Mumbai,Referral,Supplier_4,595.6,1
O106206,2025-05-21,Beauty,Hyderabad,Referral,Supplier_14,4246.91,4
O106207,2025-05-21,Home & Kitchen,Bangalore,Email,Supplier_4,2783.41,2
O106208,2025-05-21,Home & Kitchen,Hyderabad,Search Engine,Supplier_8,3052.1,5
O106209,2025-05-21,Clothing,Kolkata,Direct,Supplier_3,4693.71,2
O106210,2025-05-21,Toys,Bangalore,Search Engine,Supplier_14,2839.84,2
O106211,2025-05-21,Books,Mumbai,Email,Supplier_18,127.36,2
O106212,2025-05-21,Beauty,Hyderabad,Search Engine,Supplier_12,4366.02,2
O106213,2025-05-21,Books,Chennai,Social Media,Supplier_15,1495.28,3
O106214,2025-05-21,Books,Bangalore,Search Engine,Supplier_20,2558.66,2
O106215,2025-05-21,Beauty,Mumbai,Referral,Supplier_20,1103.94,1
O106216,2025-05-21,Home & Kitchen,Delhi,Referral,Supplier_9,1555.22,2
O106217,2025-05-21,Beauty,Bangalore,Social Media,Supplier_2,3464.58,5
O106218,2025-05-21,Books,Bangalore,Search Engine,Supplier_1,2204.91,2
O106219,2025-05-21,Toys,Kolkata,Direct,Supplier_15,3172.94,5
O106220,2025-05-21,Toys,Chennai,Search Engine,Supplier_15,4135.52,2
O106221,2025-05-21,Toys,Kolkata,Referral,Supplier_8,1770.03,4
O106222,2025-05-21,Home & Kitchen,Bangalore,Referral,Supplier_3,2884.87,3
O106223,2025-05-21,Electronics,Bangalore,Email,Supplier_2,3910.18,5
O106224,2025-05-21,Beauty,Chennai,Referral,Supplier_4,3604.1,1
O106225,2025-05-21,Toys,Chennai,Email,Supplier_18,2745.23,2
O106226,2025-05-21,Beauty,Hyderabad,Referral,Supplier_12,1978.58,5
O106227,2025-05-21,Toys,Mumbai,Referral,Supplier_18,2096.76,3
O106228,2025-05-21,Home & Kitchen,Mumbai,Direct,Supplier_10,2222.36,2
O106229,2025-05-21,Electronics,Hyderabad,Email,Supplier_8,1809.34,3
O106230,2025-05-21,Electronics,Mumbai,Email,Supplier_18,3525.47,1
O106231,2025-05-21,Toys,Bangalore,Referral,Supplier_17,714.53,5
O106232,2025-05-21,Home & Kitchen,Hyderabad,Email,Supplier_19,4840.53,1
O106233,2025-05-21,Clothing,Hyderabad,Referral,Supplier_6,3917.03,3
O106234,2025-05-21,Beauty,Mumbai,Referral,Supplier_14,1561.0,4
O106235,2025-05-21,Beauty,Delhi,Search Engine,Supplier_5,308.48,4
O106236,2025-05-21,Books,Mumbai,Email,Supplier_8,3585.39,5
O106237,2025-05-21,Home & Kitchen,Kolkata,Social Media,Supplier_8,3698.36,2
O106238,2025-05-21,Books,Delhi,Email,Supplier_18,4821.75,1
O106239,2025-05-21,Toys,Hyderabad,Email,Supplier_9,1343.16,4
O106240,2025-05-21,Books,Delhi,Direct,Supplier_14,505.35,4
O106241,2025-05-21,Electronics,Bangalore,Social Media,Supplier_14,4584.16,2
O106242,2025-05-21,Beauty,Chennai,Social Media,Supplier_20,1367.38,1
O106243,2025-05-21,Books,Delhi,Direct,Supplier_14,3635.5,3
O106244,2025-05-21,Electronics,Kolkata,Direct,Supplier_17,397.23,4
O106245,2025-05-21,Home & Kitchen,Chennai,Email,Supplier_2,3826.87,5
O106246,2025-05-21,Books,Bangalore,Search Engine,Supplier_14,722.43,5
O106247,2025-05-21,Toys,Kolkata,Direct,Supplier_12,3508.37,3
O106248,2025-05-21,Toys,Chennai,Social Media,Supplier_16,2708.48,2
O106249,2025-05-21,Toys,Bangalore,Social Media,Supplier_6,4781.89,2
O106250,2025-05-21,Beauty,Chennai,Email,Supplier_18,280.9,4
O106251,2025-05-21,Books,Chennai,Search Engine,Supplier_7,1531.04,4
O106252,2025-05-21,Home & Kitchen,Mumbai,Referral,Supplier_2,440.59,4
O106253,2025-05-21,Books,Kolkata,Direct,Supplier_13,4408.07,3
O106254,2025-05-21,Beauty,Kolkata,Direct,Supplier_8,3010.12,3
O106255,2025-05-21,Electronics,Delhi,Email,Supplier_12,2721.35,4
O106256,2025-05-21,Beauty,Kolkata,Search Engine,Supplier_1,744.14,2
O106257,2025-05-21,Toys,Kolkata,Social Media,Supplier_9,2496.26,1
O106258,2025-05-21,Electronics,Chennai,Social Media,Supplier_8,2053.65,4
O106259,2025-05-21,Toys,Hyderabad,Referral,Supplier_9,1647.18,2
O106260,2025-05-21,Clothing,Mumbai,Social Media,Supplier_5,3883.73,2
O106261,2025-05-21,Beauty,Delhi,Direct,Supplier_13,400.25,5
O106262,2025-05-21,Beauty,Mumbai,Referral,Supplier_14,3268.76,1
O106263,2025-05-21,Home & Kitchen,Delhi,Search Engine,Supplier_4,4132.67,4
O106264,2025-05-21,Books,Bangalore,Referral,Supplier_17,4545.81,1
O106265,2025-05-21,Electronics,Chennai,Search Engine,Supplier_9,3754.99,4
O106266,2025-05-21,Electronics,Kolkata,Social Media,Supplier_20,1484.03,1
O106267,2025-05-21,Home & Kitchen,Kolkata,Email,Supplier_15,3042.49,1
O106268,2025-05-21,Home & Kitchen,Hyderabad,Referral,Supplier_20,792.88,2
O106269,2025-05-21,Books,Mumbai,Referral,Supplier_4,673.6,1
O106270,2025-05-21,Toys,Mumbai,Direct,Supplier_2,3229.26,1
O106271,2025-05-21,Books,Mumbai,Direct,Supplier_13,4270.43,4
O106272,2025-05-21,Beauty,Kolkata,Search Engine,Supplier_4,429.52,2
O106273,2025-05-21,Toys,Mumbai,Email,Supplier_18,619.42,1
O106274,2025-05-21,Clothing,Chennai,Direct,Supplier_16,2871.48,2
O106275,2025-05-21,Books,Delhi,Direct,Supplier_10,1169.24,2
O106276,2025-05-21,Home & Kitchen,Kolkata,Social Media,Supplier_2,3097.91,3
O106277,2025-05-21,Toys,Chennai,Social Media,Supplier_14,1151.26,4
O106278,2025-05-21,Books,Bangalore,Direct,Supplier_2,670.76,3
O106279,2025-05-21,Electronics,Chennai,Search Engine,Supplier_18,2773.32,2
O106280,2025-05-21,Clothing,Chennai,Email,Supplier_1,4324.76,1
O106281,2025-05-21,Beauty,Bangalore,Direct,Supplier_13,3457.1,4
O106282,2025-05-21,Electronics,Chennai,Search Engine,Supplier_6,4111.75,5
O106283,2025-05-21,Electronics,Delhi,Search Engine,Supplier_17,1405.04,4
O106284,2025-05-21,Clothing,Kolkata,Direct,Supplier_17,4441.3,3
O106285,2025-05-21,Beauty,Hyderabad,Search Engine,Supplier_11,1947.49,4
O106286,2025-05-21,Home & Kitchen,Bangalore,Referral,Supplier_6,4276.99,1
O106287,2025-05-21,Toys,Kolkata,Search Engine,Supplier_20,2408.76,4
O106288,2025-05-21,Beauty,Mumbai,Direct,Supplier_3,1412.5,5
O106289,2025-05-21,Books,Delhi,Search Engine,Supplier_14,1375.27,3
O106290,2025-05-21,Electronics,Hyderabad,Direct,Supplier_6,2881.57,3
O106291,2025-05-21,Books,Delhi,Social Media,Supplier_17,487.15,2
O106292,2025-05-21,Home & Kitchen,Delhi,Direct,Supplier_3,4657.28,3
O106293,2025-05-21,Books,Mumbai,Search Engine,Supplier_17,1430.17,5
O106294,2025-05-21,Beauty,Hyderabad,Direct,Supplier_19,1744.56,5
O106295,2025-05-21,Books,Delhi,Email,Supplier_18,1243.18,3
O106296,2025-05-21,Home & Kitchen,Mumbai,Direct,Supplier_5,114.74,4
O106297,2025-05-21,Home & Kitchen,Bangalore,Direct,Supplier_15,3493.5,5
O106298,2025-05-21,Home & Kitchen,Mumbai,Email,Supplier_3,2993.71,3
O106299,2025-05-21,Beauty,Chennai,Email,Supplier_8,4067.26,3
O106300,2025-05-22,Home & Kitchen,Kolkata,Email,Supplier_7,300.95,4
O106301,2025-05-22,Electronics,Mumbai,Referral,Supplier_18,4650.41,3
O106302,2025-05-22,Home & Kitchen,Mumbai,Direct,Supplier_10,1721.35,1
O106303,2025-05-22,Books,Mumbai,Email,Supplier_10,4574.04,2
O106304,2025-05-22,Toys,Delhi,Email,Supplier_19,624.94,5
O106305,2025-05-22,Books,Hyderabad,Social Media,Supplier_1,3745.21,4
O106306,2025-05-22,Toys,Mumbai,Referral,Supplier_2,2938.86,4
O106307,2025-05-22,Books,Mumbai,Direct,Supplier_1,1855.14,2
O106308,2025-05-22,Beauty,Chennai,Search Engine,Supplier_9,487.8,1
O106309,2025-05-22,Books,Chennai,Referral,Supplier_15,3063.21,2
O106310,2025-05-22,Beauty,Bangalore,Referral,Supplier_18,229.56,3
O106311,2025-05-22,Beauty,Bangalore,Social Media,Supplier_18,2556.28,4
O106312,2025-05-22,Home & Kitchen,Chennai,Direct,Supplier_7,3060.62,3
O106313,2025-05-22,Electronics,Hyderabad,Direct,Supplier_14,3689.37,4
O106314,2025-05-22,Toys,Bangalore,Email,Supplier_18,4957.54,4
O106315,2025-05-22,Home & Kitchen,Kolkata,Email,Supplier_20,1374.46,3
O106316,2025-05-22,Home & Kitchen,Kolkata,Referral,Supplier_19,1679.71,2
O106317,2025-05-22,Beauty,Hyderabad,Social Media,Supplier_5,1771.61,5
O106318,2025-05-22,Beauty,Chennai,Direct,Supplier_9,3684.76,5
O106319,2025-05-22,Toys,Bangalore,Social Media,Supplier_18,4665.91,2
O106320,2025-05-22,Books,Mumbai,Search Engine,Supplier_13,4874.19,1
O106321,2025-05-22,Books,Chennai,Direct,Supplier_5,4734.48,2
O106322,2025-05-22,Home & Kitchen,Bangalore,Email,Supplier_20,4408.98,2
O106323,2025-05-22,Clothing,Hyderabad,Referral,Supplier_15,4955.79,2
O106324,2025-05-22,Clothing,Kolkata,Social Media,Supplier_19,1942.13,5
O106325,2025-05-22,Books,Hyderabad,Email,Supplier_20,4746.77,4
O106326,2025-05-22,Clothing,Bangalore,Referral,Supplier_11,3829.0,1
O106327,2025-05-22,Books,Hyderabad,Email,Supplier_9,925.45,1
